node_id_start,node_id_end,segment_length
6869,6870,86.4844096831602
6870,6896,306.275805763798
6886,6996,296.381992540595
6895,6896,86.9883546194452
6902,6762,149.000154542095
6902,6909,87.0685532241479
6906,6751,152.866965601193
6909,6763,149.318555943315
6932,6971,364.289666392967
6932,7029,286.564862512341
6935,6931,90.4642406134088
6996,6970,91.8577513816796
6996,29879,294.218506752099
6999,7000,86.2152990353617
7000,26578,87.8837789137017
7006,7010,74.5099662936412
7014,25464,106.272384531138
7027,7059,292.706307720742
7029,6972,364.8258388661
7075,7076,72.1856309516762
7162,7163,172.496489925757
7348,7538,81.6280541575329
7414,7423,263.511479947009
7423,7424,337.770453541901
7432,7671,306.788188879815
7478,7477,121.475255050836
7486,7485,187.382010721644
7878,7867,244.517301006216
8005,7968,325.875728036787
8009,8137,327.717975732272
8174,8269,127.948625123131
8222,8174,124.853365474067
9232,9226,58.6920465361565
9484,12464,235.879797054755
9638,4691,295.989633482374
9732,9686,443.31794364858
9933,9951,98.2469763450016
9946,9948,107.688414856398
9948,9951,321.760623026209
10048,10049,31.3964499374219
10330,21943,195.161878278695
11335,11332,171.173829987963
11335,11336,87.2900263543243
11336,11337,87.29685670791
11340,11335,87.6300487567289
11341,11340,88.1570087767342
11359,11341,89.5649378436635
11361,11359,123.652331732441
11670,11668,82.5762604094182
11670,11668,84.8962488063356
11670,11674,53.0828231095243
11822,26434,239.235392267982
12226,12235,265.408414658733
12403,12350,434.04991421463
12526,24980,235.599484501467
12794,12736,190.220229969895
12841,13628,208.950898199494
12841,13634,527.261389692126
12843,12845,235.541984781857
13017,13449,169.367508639445
13047,13551,220.122053041221
13062,13017,190.93073111122
13148,13196,212.092722272912
13307,13301,290.736782681797
13316,13307,293.204967686695
13329,26884,71.9822746510577
13339,13343,178.749726436859
13360,13361,139.217579056516
13405,26302,148.521770510536
13408,13423,342.51696224718
13449,13493,210.619558059233
13450,13455,110.574164908498
13493,13492,132.316484963875
13496,22590,151.068546012106
13550,13534,223.062758357797
13551,13550,132.408832670071
13628,13629,203.374452818425
13707,26939,184.210509790612
13715,13717,200.540590359079
13725,13715,461.576396342773
13735,13725,413.311397304094
13897,13895,214.747170630935
13985,13997,62.8755189585408
14197,14144,299.081291271064
14336,14393,90.665765607166
14354,14353,62.7838362633092
14355,14354,172.538301050717
14469,14468,72.2333535706241
14521,14641,214.813982403319
14575,22778,183.609828021273
14684,22139,216.594425617978
14690,14684,127.520694954764
14706,25079,99.5533696274446
15021,14980,361.493878370656
15073,15105,143.811496879765
15110,15111,167.016761491138
15157,15161,44.5422401771856
15166,15167,105.662435167436
15335,15343,273.062750605412
15343,15338,178.582395261007
15508,15509,182.835565344202
15607,15718,312.003505962081
15633,25806,89.5050782377862
15859,15912,504.946408530817
16174,16159,264.37873882932
19181,19157,679.193993556287
19284,21019,252.638137411039
19598,19590,386.260600784882
19789,19775,332.228838046935
20225,20223,234.219882721663
21019,19240,254.677439723646
21292,24399,92.963397261764
21427,21686,130.429386379382
21461,21266,80.2201163709394
21508,21723,299.28594443607
21604,831,91.8490437199675
21614,1389,55.2296238394859
21614,1437,135.51747322918
21723,521,123.198571939479
22168,24930,254.910633989625
22590,25290,231.350872330478
22710,26722,13.7028464307263
22994,3945,114.638697534578
22997,22994,42.5367121951112
22997,23158,115.523190973255
23039,25540,225.762875893458
23155,23156,138.979200767532
23157,22994,105.251203970555
23158,3945,38.7269245001009
23881,24583,34.9704806548547
24040,15912,50.8512945596045
24404,24403,122.902062106245
24412,24410,249.369790232709
24775,24906,68.2645889365517
24803,26586,140.408239546009
24891,2224,102.651158819791
24901,4092,126.947002419726
24904,6151,137.450096026821
24906,3929,66.9139460020533
24930,24929,257.047476323437
24932,10322,215.550432792786
24988,24989,141.021296466338
24998,15394,106.343092334241
24999,24998,82.3156916953867
25002,25003,118.828807393687
25023,3759,213.486455094107
25044,4330,225.205132974492
25045,25044,93.7008086072877
25169,5036,157.908930153308
25230,22597,271.743498006091
25290,25230,223.360131774616
25347,25349,95.1591711760215
25356,24389,229.441225948481
25381,25382,325.265319356699
25395,25407,163.316429039265
25407,25408,107.274163072922
25408,25410,212.492669404732
25540,25541,254.161649915642
25666,27242,237.996032369152
26302,26301,63.0025173987743
26339,13772,183.421276640817
26586,5747,129.986080133866
26796,25116,141.176545023224
26884,13360,96.6544895637226
27152,6185,149.065293013537
27154,3629,163.900932796722
27242,27241,125.617308722583
27243,171,177.959023298097
29472,12226,69.1614035016925
29652,1095,283.761647026174
29670,14321,122.721293941648
