geometry,node.id,deg_unweighted,betweenes_unweighted,closeness_unweighted,eigcentrality_unweighted,eccentricity_unweighted,harmonic_unweighted,deg_weighted,betweenes,closeness,eigcentrality,eccentricity,harmonic
"c(299834.809779655, 5035856.94050064)",9946,4,266804.1758697604,3.7847406071253797e-7,2.918327608565639e-17,173,498.78233425857024,438.7359519452735,781525,2.048086370042551e-9,0,36084.92231365889,3.348961431535364
"c(299874.408769396, 5035757.46051676)",9948,5,431784.49251290393,3.796807037154035e-7,2.4806225800157774e-17,172,505.9889787937978,625.4730828275042,529943,2.035040436100168e-9,0,36192.61072851529,3.2646523392848863
"c(299553.510826115, 5035775.62052433)",9951,4,783093.4790456451,3.84255809851781e-7,0,171,518.7956974279859,858.421867018512,934323,2.0576776382480092e-9,0,35894.357481054445,3.2841443190799007
"c(299484.746802587, 5034714.07271287)",10048,4,101207.8985192829,3.550397538012331e-7,0,177,465.2703029075298,489.5273480474408,783864,1.9737026238662773e-9,0,35452.76144327269,3.093617402366761
"c(299516.089082044, 5034712.22918714)",10049,3,42142.59529676645,3.511330889212946e-7,0,178,454.6975660951028,143.1092525219102,233652,1.970011503824397e-9,0,35484.15789321012,3.0809880710122868
"c(295230.997499054, 5033288.53610503)",10322,4,3307595.6597138955,4.0063588928347073e-7,1.4054502702192026e-16,160,539.4420637002826,533.8357610502345,1547117,1.9571030480781728e-9,0,33390.98511043126,3.1407294727040482
"c(295642.433468432, 5033629.4618315)",10330,3,215484.0142471235,3.9905710786553534e-7,1.0862283163299972e-16,158,531.6881298520177,459.1859557269854,774479,1.9803342924765657e-9,0,32856.25146445592,3.0675816615996374
"c(293243.7736054, 5036864.46951885)",10701,4,1097518.643899684,3.996106194124445e-7,0,157,514.0818571704116,342.30231506165865,717988,2.319057370170075e-9,0,31828.926260682285,3.87552153066132
"c(295531.01474175, 5042145.97454237)",11332,4,1925220.0718040117,4.820980134187161e-7,5.704817189079516e-9,149,613.279904616378,504.645394549588,27887385,2.6608647099685745e-9,0,32154.989621225428,4.239050457902189
"c(295674.796713559, 5042053.15855382)",11335,4,1190966.8700080449,4.780135287388904e-7,7.839298426919045e-9,150,609.5477169944937,607.9737749312236,21910023,2.6524768597518925e-9,0,32326.163451213393,4.227197654035053
"c(295627.880719293, 5041979.56256827)",11336,4,7297282.24361925,4.799130013711115e-7,5.535359822871032e-9,150,612.5331879723203,607.5727032423978,4640605,2.652759982785728e-9,0,32267.9773430101,4.2160320777728115
"c(295581.570724907, 5041905.57558278)",11337,4,700393.3947564119,4.7482839701731794e-7,3.645596104529856e-9,151,602.3540728243157,610.1104155197067,4423519,2.6460776978066716e-9,0,32314.216960303344,4.196073206082235
"c(295721.526247877, 5042127.28893928)",11340,5,632741.0115777573,4.716029028101874e-7,1.1257647654063758e-8,151,599.2699148538521,481.5214224436696,5014105,2.6484911807586443e-9,0,32413.225841157273,4.239651674472768
"c(295768.539957159, 5042201.86257466)",11341,4,627595.783104133,4.655049215507831e-7,1.790138403931749e-8,152,590.1003942835537,610.637862753509,4342055,2.646852081876374e-9,0,32501.382849934005,4.207556640946451
"c(295816.321006348, 5042277.6150848)",11359,4,223737.67732109714,4.6046070013970377e-7,2.456202728113237e-8,153,581.4307724777206,377.3418259306002,13742497,2.644106431027959e-9,0,32589.37924472862,4.204649161248045
"c(295882.172553348, 5042382.27091428)",11361,4,159140.9034791852,4.566414387493139e-7,4.34882744636706e-8,154,577.9517852356969,373.42572006221286,13753023,2.641052379319954e-9,0,32713.03157646106,4.197680334149043
"c(287564.668858351, 5033847.42726079)",11668,5,612102.1891883865,4.5158408924746674e-7,2.3414332252569818e-17,144,569.2740310997071,1102.0840335149485,6092716,2.0366153453569336e-9,0,36174.92514935426,2.9249655613440773
"c(287645.888843811, 5033837.12025992)",11670,6,2045668.4306846561,4.5808058736925236e-7,8.517318038367773e-17,143,584.9018348679317,822.7336380825371,7425615,2.0427060938308616e-9,0,36092.34888894484,2.958888064183913
"c(287636.604847149, 5033889.20425109)",11674,4,3477304.1094574924,4.6473001277542806e-7,4.255118580489681e-17,142,597.4478336702412,472.13533825697533,2595696,2.0433666428473605e-9,0,36039.26606583532,3.0133264700418305
"c(289746.662459716, 5033330.08327958)",11822,4,2414192.9750518724,4.6143935856237644e-7,1.733856093528382e-16,141,586.9751076223313,438.29733519764847,1356511,2.066269045610034e-9,1.2512864072014921e-19,36156.99513186054,3.1376107616318603
"c(293255.052858422, 5033701.98209815)",12226,4,28963917.43621726,4.671181519311132e-7,2.5319156839511883e-16,146,615.9954811468986,378.6238865645164,11172894,2.1361067905904907e-9,0,33537.822499658025,3.683174126538043
"c(293017.931896362, 5033595.5311247)",12235,4,29253249.896139164,4.6953911918217555e-7,1.3311983113505415e-16,145,614.3551217265001,459.5662713562951,14697027,2.1271275050534675e-9,0,33719.702560848804,3.4473909142739383
"c(294717.097566499, 5032613.40524062)",12350,4,1065505.701806045,3.8670074273611656e-7,1.5116200587471398e-16,163,519.4247473489185,699.6344543221223,349498,1.9244313569716694e-9,0,34239.4740523537,3.1031228671892137
"c(294979.572867077, 5032959.09852121)",12403,4,1366563.9307362344,3.9120952203976643e-7,1.8370832142322677e-16,162,526.4877825338777,782.449271295361,610105,1.91852301355229e-9,0,33805.42413813905,3.0712426794217373
"c(304669.459747548, 5059905.93413212)",12464,4,982258.2377500447,2.867002067681891e-7,9.316960383086837e-17,210,368.3542173614738,510.6093315410992,5545260,1.3323488650362275e-9,0,50260.21506035193,2.1766484643454014
"c(295242.706437308, 5031494.43041957)",12526,5,933881.5956004026,3.789210752870706e-7,1.5554317010673713e-16,164,525.0723230278808,1478.1158072018904,2663318,1.8430844351291407e-9,0,34965.90463575513,2.952881299722414
"c(289462.46762047, 5036692.40669929)",12736,3,20150808.30813308,5.172626049137878e-7,0,126,629.3779433966951,650.359903791435,7389438,2.2674715319400163e-9,0,32447.685062949797,2.9336958315604544
"c(289532.588614054, 5036869.082666)",12794,3,19903666.89267277,5.177980121734313e-7,0,125,627.6410063060698,798.4816687580483,7398957,2.2854077797603467e-9,0,32257.464832979906,2.946114794995171
"c(287633.933995583, 5038379.65946394)",12841,4,675219.8461447151,5.186466434485853e-7,1.8450739003057368e-16,124,630.5166127598906,924.2412957704312,523570,2.3474320807561355e-9,0,32433.53747267651,3.1996149694496565
"c(288836.670829807, 5039720.38018938)",12843,3,4871704.016969214,5.220658982900776e-7,0,121,654.6477727145898,528.2946212493675,2748701,2.453638522910559e-9,0,30757.243407545564,3.4264292269422763
"c(288680.002026351, 5039544.49737536)",12845,4,6557198.338248964,5.188403917244958e-7,0,122,654.6470190825402,1024.8374292431308,2918963,2.4508016577345978e-9,0,30992.78539232742,3.41023436417797
"c(290572.882560376, 5040738.30995367)",13017,4,414772.5873030639,4.942000680019293e-7,0,128,618.4809745946185,461.0778237581774,1906241,2.5968665324324842e-9,0,28833.924579744347,4.027772710017557
"c(289571.981728835, 5040549.26501991)",13047,4,1965008.8968227739,4.937488921509232e-7,2.7756103590302985e-17,124,619.0371564482783,566.2910830584268,1916313,2.5299998777173583e-9,0,29649.0954524133,3.755224247570621
"c(290721.504530494, 5040619.43596957)",13062,4,402108.5768686105,4.988294965862604e-7,0,129,624.3400718071767,442.47033248723403,2078011,2.608639159727874e-9,0,28642.993848633127,4.048231595352588
"c(291532.940470041, 5043067.26151411)",13148,4,1992974.7646152761,4.830521164928484e-7,9.573842597439887e-15,140,609.5784538625435,496.3884993397723,9091664,2.6172841852096843e-9,1.5662279432047836e-19,28667.641585460024,4.062663563330936
"c(291445.743478843, 5042873.99455083)",13196,4,1179071.8423261475,4.762977565899367e-7,4.89885719435865e-15,141,599.2393003022282,402.9157795871438,8240941,2.6135486367343547e-9,0,28494.860802693864,4.1630678415357645
"c(290059.112703231, 5042344.64968945)",13301,4,547684.3301915786,4.4978408115184307e-7,0,134,570.4587735267431,661.2236755293633,3721287,2.5508510949724443e-9,0,28384.80176063043,3.7924655465718216
"c(290274.850369134, 5042149.75291642)",13307,4,541698.1487310189,4.4815235746066117e-7,0,135,571.1518715394438,725.1847445812704,3573813,2.5664246607611017e-9,0,28384.920735963304,3.857367424602087
"c(290492.917614592, 5041953.81074349)",13316,4,469273.6293023307,4.5019108360543633e-7,0,136,572.5124369620198,577.3763588341517,2375672,2.587076348970042e-9,0,28241.466971920698,3.913102962125133
"c(290733.186568738, 5041835.32575628)",13329,4,876532.6705255853,4.5800841453059174e-7,0,136,581.6879981616573,419.096693328977,6701320,2.6303252000773084e-9,0,27913.61395778855,4.1055760126735805
"c(291066.474142769, 5042203.09813085)",13339,4,1032974.7791386185,4.564688482834489e-7,0,139,574.4227648940381,578.9868439995555,8198394,2.6047266132989468e-9,0,27829.349004843836,3.9342170473714013
"c(290946.5516293, 5042070.55230803)",13343,4,801840.9376008307,4.568738498200831e-7,0,138,575.4279958184699,592.7352099257762,8687397,2.6119962941832582e-9,0,27650.59927840698,3.958474484764542
"c(290613.994585594, 5041716.27378107)",13360,4,923743.6868942236,4.600366189148656e-7,0,134,584.3563526842578,361.78594651077776,7676703,2.624534119722171e-9,0,28082.250722003333,4.147215173569035
"c(290519.205598762, 5041614.42080204)",13361,4,780547.3927522842,4.5868677060203097e-7,0,133,582.4507089284922,268.94979914206334,6546794,2.6207498811779395e-9,0,28221.46830105985,4.255076134615713
"c(291859.595344104, 5040989.72886699)",13405,3,1785569.9475291627,5.308033124249909e-7,1.0984460546560462e-16,126,656.2587156163268,672.5140724149333,6047805,2.696085766020847e-9,0,28279.960655486142,4.1421212627009485
"c(291332.482446513, 5041303.33482955)",13408,3,2068761.1218961226,4.8640095879357e-7,0,133,600.9792255124208,487.6374216694438,6858178,2.6434152410176003e-9,0,28067.935204657548,4.005469860308907
"c(291077.805543555, 5041532.3393229)",13423,3,1521627.5382536373,4.799864835806224e-7,0,134,593.6319475763962,565.4098225002829,6522986,2.6251173344968574e-9,0,28203.03134697524,3.970485001121649
"c(290445.410586318, 5040849.80093837)",13449,4,466414.05549023254,4.903537608172039e-7,0,127,615.1083924037512,481.7332651397047,2736280,2.5895720648037077e-9,0,29003.29208838379,4.044734154253125
"c(290448.294608488, 5041534.47181839)",13450,4,502591.89536541706,4.554727556693833e-7,0,131,578.5931183586698,474.99909924231724,6245811,2.6118934804838725e-9,0,28328.399142306236,4.1059569603768855
"c(290375.006013538, 5041451.67761031)",13455,3,441942.5421255879,4.5475029888463395e-7,0,130,574.4352340531113,149.27256809049842,6307996,2.603238810930515e-9,0,28438.973307214732,4.127335600968504
"c(290189.735638513, 5041078.34890681)",13492,5,268021.31262762484,4.81851311286066e-7,0,126,605.300159598275,251.3481818530405,963285,2.588053637349357e-9,0,28936.21670958283,4.187252089768969
"c(290288.2026184, 5040989.96391903)",13493,4,482927.09560145455,4.868342966972674e-7,0,126,612.065325666148,449.2725365622264,1110636,2.5832238433196977e-9,0,29057.020433151458,4.064080269475124
"c(289830.216973707, 5041605.52780141)",13496,3,171849.50063314007,4.495299265558006e-7,2.666550840608599e-17,131,569.9649032842774,199.3040431165034,2170343,2.529845672487126e-9,0,29121.79629212387,3.858093624366192
"c(289189.831781317, 5040118.85810792)",13534,4,2791814.2710697534,5.156154127759187e-7,2.5428682481517828e-17,121,647.2538087199946,526.3681325720971,1976679,2.492658914392762e-9,0,30224.689096482387,3.6492397291896097
"c(289336.746761218, 5040286.70607367)",13550,4,2358628.226203266,5.080583129009215e-7,3.122603949356225e-17,122,636.47983812319,451.5852124242311,2139622,2.5071654666812596e-9,0,30001.62633812459,3.6839354614434185
"c(289424.459749184, 5040385.8930534)",13551,3,2102978.876775947,5.007907485920268e-7,5.590753181557121e-17,123,626.975466000618,368.83620671438456,2130812,2.516424229426193e-9,0,29869.21750545452,3.7076245408557154
"c(287494.626014784, 5038224.00049581)",13628,4,629958.2161602513,5.113310971120019e-7,1.3839175622961871e-16,125,617.6092134139313,1122.3408612304845,155464,2.3129826093398258e-9,0,32641.03217906292,3.1140838077455424
"c(287357.932033696, 5038073.4185267)",13629,4,552029.9003661918,5.065514836133128e-7,7.226477444893317e-17,126,608.5769519527723,1046.8236929292989,317770,2.2794494126915875e-9,0,32843.66614064884,3.0493869352124476
"c(287234.158076685, 5038722.04141714)",13634,3,1513815.394849716,5.236386181386323e-7,6.194813237251087e-17,123,637.1701819952992,899.6912874893965,1130885,2.3140738964449556e-9,0,32791.51693910978,3.006987234447605
"c(285524.588937221, 5040151.802898)",13707,3,7719113.330975468,4.881225148462463e-7,0,132,607.2850930044194,552.0631491041461,2073284,2.2183483116785306e-9,0,32678.45274892728,3.0191026720697605
"c(286133.908051568, 5040780.8638178)",13715,4,7700853.2582415715,4.742809308237548e-7,0,133,592.3258890586551,1087.316495918323,1479013,2.2601544353090995e-9,0,31802.450201335258,3.065266074031719
"c(285994.63505613, 5040636.64944764)",13717,4,7488603.983753702,4.7672190761224773e-7,0,133,594.2253785623359,487.7210963101981,1489726,2.253993842817912e-9,0,32002.990791694334,3.0673460947180073
"c(286454.903291469, 5041112.50102417)",13725,4,7646467.494891403,4.6808940882180023e-7,0,134,584.2343202021269,1095.2507390161795,1566516,2.2885761989760294e-9,0,31340.873804992487,3.143470549550495
"c(286778.343742728, 5041346.35564757)",13735,4,3693891.042470744,4.6207603368719114e-7,0,135,574.3145111117863,490.3076112221938,1550465,2.3096644456555914e-9,0,30927.562407688394,3.2286970336670495
"c(287737.989089659, 5041782.65986455)",13772,4,158361.06524134256,4.469481486513787e-7,3.554504539933648e-17,135,558.4180153277919,386.80854469612837,2040837,2.4103951329077234e-9,0,29772.28268772197,3.4535081020209293
"c(288962.285027468, 5042733.79308262)",13895,3,6639109.059899823,4.604329266636247e-7,5.630290535789262e-18,129,583.2051518962278,509.8556356272326,38113908,2.5156347673212226e-9,0,28210.811517990354,3.6752793751069026
"c(289144.723129386, 5042847.07128177)",13897,3,6788929.801219691,4.611820742217207e-7,0,129,585.8835067017197,481.39500094160053,37151852,2.530611784746643e-9,0,27996.06434735942,3.7163734572000138
"c(283065.25414473, 5040556.23915793)",13985,3,3523668.0603078054,3.890640325475407e-7,8.316448702017719e-18,152,473.3345155786132,203.43675367191523,41029504,2.0160118989349497e-9,0,34272.01105045911,2.8613599284334565
"c(283009.155873593, 5040527.93123972)",13997,3,3395187.5702265725,3.863863716890069e-7,0,153,473.1077752166936,385.2451526194251,40656273,2.0115158078819423e-9,0,34334.88656941765,2.848135398184836
"c(293165.461391523, 5049266.47837571)",14144,4,491415.71979819995,4.0302997938501656e-7,1.4989576693452827e-9,169,517.3976807500984,517.1359593631631,648829,2.2445775772181933e-9,0,34158.00798552717,3.558988233374669
"c(293387.831346127, 5049066.47540326)",14197,4,536994.478513904,4.079396477767493e-7,1.892178845882057e-9,168,527.4700737478338,577.8382740823276,1657908,2.269112460576131e-9,0,34075.99950228673,3.6366321882600405
"c(294230.967228007, 5049928.6042245)",14321,4,224421.86623598725,3.781601901691964e-7,1.988197752234795e-11,175,488.81124135855845,325.4986391189512,2528087,2.201008239170639e-9,0,35399.63634189817,3.7144202310001146
"c(293980.174282348, 5050248.399177)",14336,4,105841.05991391579,3.662929867713288e-7,4.617487386175488e-11,178,470.8115568529862,275.89237980839783,499329,2.161996579452419e-9,0,35644.683131200065,3.626118379961219
"c(294524.841163563, 5049531.18728414)",14353,3,48140.94563605915,3.9539256946652055e-7,1.2161595600870466e-11,171,507.9478344482009,252.53358709166156,1712885,2.2378714977939626e-9,0,35475.048843147895,3.7275289440370196
"c(294562.085155389, 5049480.64329173)",14354,4,118022.15416900285,4.000547274867202e-7,1.978311911643201e-11,170,517.0241642584854,373.5183475113387,1725533,2.2404876806163447e-9,0,35537.8326794112,3.790115553648378
"c(294666.387132635, 5049343.20131227)",14355,4,5891479.174300154,4.050109575714571e-7,1.8563601978131086e-11,169,526.2788230813316,346.3111310192485,10357213,2.256152132192584e-9,0,35454.401548793925,4.018225257588955
"c(293926.436294141, 5050321.42316603)",14393,4,69812.014226805,3.6271112054160026e-7,3.183558802125423e-11,179,466.2491915079423,347.00082276339765,470433,2.153476744434476e-9,0,35735.34889680723,3.596062731001041
"c(294271.264267304, 5051316.95298063)",14468,4,294298.0306456485,3.4320670378790377e-7,7.697581174488604e-13,187,451.39506252692723,230.71079755274542,6805684,2.072306992280463e-9,0,36410.80427016364,3.546225667191317
"c(294206.064277618, 5051285.86898823)",14469,4,228764.23804334243,3.453613481249296e-7,5.68807751998074e-13,186,452.439836841748,219.90444081637062,7129190,2.0759039127521656e-9,0,36338.57091659301,3.545656890606601
"c(295032.51317204, 5052432.64176038)",14521,4,1572398.6344075736,3.507205378089015e-7,2.21596028879372e-16,186,486.12272575634205,387.55414683102515,5527512,1.972220495031238e-9,0,38149.864095816905,3.4437082583519936
"c(294437.062270146, 5052266.9228092)",14575,4,284825.4799672047,3.3138138650634877e-7,7.317874641754242e-14,191,448.026097167698,485.0732055617875,8825244,1.9814920324124066e-9,0,37278.82164976566,3.3760541459971
"c(295205.197146252, 5052560.40873229)",14641,4,717035.0830554538,3.48772929640293e-7,8.760126700943664e-17,187,482.9852393946533,459.35859844562486,6405705,1.953287747970848e-9,0,38364.67807822022,3.3039874420875854
"c(295664.478033681, 5051584.43588738)",14684,4,1965910.6508049534,3.761873412959654e-7,9.587703270431816e-16,178,512.3986205075216,447.72948324925164,6182667,2.0618138691825342e-9,0,37802.53363795492,3.6386892642677102
"c(295740.369017043, 5051481.96890274)",14690,4,2216632.9244641657,3.8022842602922133e-7,7.448214552777869e-16,177,517.7438489638971,484.65327263270626,4553198,2.0744162755210522e-9,0,37676.822498119705,3.6076458233649706
"c(295640.216050868, 5051972.14582048)",14706,4,934296.084246859,3.5902917076109517e-7,1.730443403399218e-16,184,491.9595664431401,319.59658516230996,8247272,2.0251486824383135e-9,3.3775760935506822e-19,37928.805749851796,3.5337927205915736
"c(296165.483607929, 5049685.15450243)",14980,4,1276844.566406301,4.3349418857690794e-7,3.347923256541105e-11,164,586.3042414562073,510.64163907747616,3085503,2.1858136426258026e-9,0,37651.88142301485,3.8178495626512023
"c(296469.648528412, 5049489.8048514)",15021,4,1440523.8528325264,4.3855955989671044e-7,6.150955851680499e-11,163,593.099795368308,537.5544299727021,692026,2.198124154943912e-9,0,37782.19467001377,3.8723464049041803
"c(296957.858715309, 5048801.03533044)",15073,4,1108100.8147511156,4.734310495019505e-7,3.0853560542442986e-9,157,647.0977728878732,526.4627294926188,237782,2.2607286148041493e-9,0,37565.76709507315,3.9861194033484577
"c(296851.812737, 5048897.0653172)",15105,4,1867233.1666342376,4.6706513550260176e-7,2.010065474833067e-9,158,634.384423072729,464.5195154122455,92148,2.2413547510662087e-9,0,37709.57859195292,3.903999073313392
"c(296778.958753603, 5049013.89529922)",15110,4,837954.438005939,4.572394261096515e-7,8.250763606620716e-10,160,619.5566926345148,391.73819768671376,116104,2.227698841533049e-9,0,37842.74712486327,3.896985585199816
"c(296750.879763995, 5049178.25227144)",15111,4,776311.5688933991,4.515598230969237e-7,4.5884854149892916e-10,161,612.5889515363792,714.2341168495739,103610,2.21535135550507e-9,0,38009.76388635442,3.8662481678840943
"c(297129.506657539, 5047968.6934702)",15157,4,1878046.4708828235,4.996879448784234e-7,1.7076823170824006e-7,153,690.0334774671894,403.6578681227405,6653682,2.36931559364199e-9,0,36737.88064773488,4.2475804860506265
"c(297092.46466482, 5047993.38746712)",15161,4,2109784.576482347,4.979977998457203e-7,1.3056105003142502e-7,153,688.9284599432796,701.1019822209811,8445972,2.367265638061199e-9,0,36715.18203348996,4.231141454644977
"c(297483.940612618, 5048471.74837038)",15166,4,1045298.9501329873,4.905021613977742e-7,8.26840728574284e-9,155,678.3479326331886,452.9486178008005,262995,2.3089256339418064e-9,0,37354.744035502394,4.094923715724717
"c(297394.526630083, 5048528.04236354)",15167,4,1001130.461973902,4.887360991235006e-7,8.881088436435695e-9,155,676.7171787200244,423.90189552430706,233798,2.3071027910374795e-9,0,37330.786223679264,4.103497118855322
"c(298773.618414732, 5049271.96518727)",15335,4,5670167.230564096,4.6545140408070555e-7,3.3363502121200094e-11,160,641.7311732879783,740.2073555755687,1378817,2.1907118336681645e-9,0,39012.780739353715,3.8980126263990726
"c(298515.924464951, 5049430.64716818)",15338,3,213135.65005540036,4.647984866161276e-7,3.0844914751055646e-11,160,637.1670249998815,399.5580226269111,9345637,2.1966796727578788e-9,0,38920.64387355639,3.853899488556194
"c(298502.330461435, 5049255.2081993)",15343,4,5766293.807064348,4.7027331814977544e-7,6.328533925074491e-11,159,651.2282851125203,567.1738458234314,10392111,2.217484151298801e-9,0,38742.06147829537,4.036862520653885
"c(299238.139363252, 5050148.9580184)",15394,3,818026.0723355068,4.503788361580343e-7,2.2703349581482716e-12,163,613.0978409945536,264.11989304223414,224243,2.0970992474335517e-9,0,40146.30659409453,3.817879803582513
"c(297984.090507373, 5047931.930448)",15508,5,1087366.4335123939,4.7260430967869997e-7,1.9860664764338607e-8,158,637.8047988062868,591.6880947304967,9856073,2.3215314759238995e-9,0,37658.346187580035,3.9815833432532313
"c(298075.422616762, 5048090.30911725)",15509,3,619276.309561937,4.699128875489062e-7,7.094372385789989e-9,159,634.2244387047202,431.15558118971825,11705503,2.304374077692827e-9,0,37839.203786515856,3.9664900989326926
"c(296584.227840144, 5050586.31203097)",15607,4,716336.0276584948,4.191469688548653e-7,1.7284641423684827e-13,167,566.777665542299,477.2668659924079,2462892,2.09593591469379e-9,0,38599.37878861825,3.666004360027714
"c(298042.038591852, 5050753.08695299)",15633,4,145659.74774013014,4.4299143254569455e-7,1.551649586190726e-12,164,606.1341374996653,322.3223175316742,722545,2.0652756808915612e-9,0,39925.46984659891,3.7518258451073905
"c(296321.727891501, 5050754.95101029)",15718,4,1127129.9591529623,4.1583344041044424e-7,9.500939854221028e-14,168,565.4849947772599,499.47442227128306,4591082,2.0940841734556124e-9,0,38290.05585468675,3.6811515448579293
"c(299774.11928601, 5050628.59791658)",15859,3,1701388.6933277298,4.451951423867624e-7,1.6033040452966555e-14,165,614.8096840009738,565.199944663119,1571015,2.0379410597993494e-9,0,40936.57110859098,3.72922554746853
"c(299320.257372477, 5050849.36389326)",15912,3,1959365.7862276966,4.489226977560599e-7,5.143833122046057e-14,164,620.8190344359219,698.8280511225146,1366201,2.0542552025118754e-9,0,40462.12911855455,3.668355573285377
"c(300159.727221307, 5050701.69489085)",16159,4,554270.9166145918,4.3411595758166157e-7,1.0739946411458109e-15,169,611.9887349110361,808.3610822655029,426566,2.0044949689421824e-9,0,41460.98566037193,3.6570089868302325
"c(300398.846300866, 5050588.9409525)",16174,4,1227121.917137041,4.3192887340855805e-7,5.111256828105499e-16,170,615.4965597527819,485.59241626584804,2510769,2.0108818273022663e-9,0,41553.4824463083,3.853352929418484
"c(275792.816031559, 5037407.12102149)",19157,4,3291095.640219819,3.2058731596284394e-7,1.1194229557428402e-16,178,485.23533520538876,990.9383477355898,1764509,1.4612766394336303e-9,0,43406.27406984035,2.6243209629677717
"c(276275.055962826, 5037883.98492232)",19181,4,3637405.9507240667,3.1791872598521426e-7,1.9437282554052892e-16,179,485.5156981266876,1201.4800086837124,1890293,1.4916669338974942e-9,0,42727.080076284066,2.7289697845992755
"c(276683.582904638, 5038288.64183819)",19240,4,18343946.508610457,3.280952919966075e-7,1.3443884308769054e-16,175,493.27609938906375,721.5188606333943,7953337,1.523327143591746e-9,0,42151.98821937788,2.780561079286047
"c(276943.117873242, 5038716.98475475)",19284,4,18607823.83991741,3.3358875112044124e-7,7.766537703089498e-17,173,498.0703928643602,1021.5948525702967,3038222,1.542873018555124e-9,0,41644.67264224319,2.6634895572984467
"c(277446.92180468, 5039313.19763398)",19590,4,7145268.8979539825,3.424275235025131e-7,2.2203595079881181e-16,170,519.4805695763605,1368.0418333970401,2591455,1.5794342231510407e-9,0,40854.275315408435,2.703017093263991
"c(277720.906765711, 5039585.33457742)",19598,4,4823392.50719237,3.3895145367804694e-7,1.4423573484626881e-16,171,509.4676869232948,793.5612698258545,2738684,1.5928004171322382e-9,0,40468.01471462357,2.744374957870836
"c(278351.519673525, 5040134.32246078)",19775,4,1222512.0545436975,3.2288269671628296e-7,2.7297644137010826e-16,176,474.32835063919015,443.33248696026874,2671974,1.6376872038786502e-9,0,39628.99581635495,2.9248253526243007
"c(278644.77611742, 5040289.903699)",19789,4,836616.0050167887,3.2069506164881515e-7,2.5012943139659776e-16,177,470.45274982346996,779.4217777291975,2397126,1.6573682756744236e-9,0,39296.76697830802,2.887577997242533
"c(279672.509471663, 5041012.84626395)",20223,4,660310.9879316936,3.381374779069425e-7,1.9115769423585347e-16,171,466.90600609256734,548.814926610999,16197901,1.7424874221377893e-9,0,37896.52027119256,2.870513257217903
"c(279805.073442236, 5040819.77829341)",20225,4,338450.38084102614,3.411654690052877e-7,2.2558485693870444e-16,170,469.21544972233363,342.79511858693104,2713200,1.7384621473185403e-9,0,38016.96663388518,3.033828442832717
"c(276844.564882908, 5038484.87479859)",21019,3,18411557.985346317,3.307779633074621e-7,7.630682217197557e-17,174,493.675874514949,614.5813109291851,2624345,1.5282550560789035e-9,0,41897.31077965424,2.685090859739753
"c(294472.171783178, 5037839.81933203)",21262,4,243188.98471335447,4.603638255313174e-7,7.083063327446441e-17,144,601.6146641799666,442.4487592682796,208909,2.43534883135982e-9,0,31568.437025234798,4.073825106805891
"c(288227.536037671, 5042795.11567117)",21266,4,2452215.258887216,4.2779888489942663e-7,3.534888644769566e-17,134,532.6548079318459,396.4345318386339,6256667,2.433730785490518e-9,0,28791.933235397257,3.6041203212417035
"c(298771.535146209, 5041252.48559051)",21292,4,3655742.5704115564,4.2755689713408613e-7,6.038527813879881e-10,171,571.888411173244,221.08330293150453,79371,2.4371531170400507e-9,0,35776.212231604346,4.322774207741245
"c(295744.621801534, 5046401.59479053)",21306,4,928551.4132389078,5.348837831260213e-7,0.1960009295730525,144,718.4443005822017,488.7374232983807,9740629,2.523970093970234e-9,0,34581.234241586666,4.208844059936651
"c(302418.898719488, 5047489.80337625)",21427,5,327464.40877157974,3.9532269994335025e-7,2.669512170187758e-13,189,517.7945694913797,690.5773386184677,743776,1.9619168235118673e-9,0,43001.02966312659,3.209818647337627
"c(288291.525024914, 5042746.79667752)",21461,3,2593974.8160086353,4.333681327943967e-7,2.611709911243708e-17,133,539.9529354924566,287.12768682653734,6688317,2.4416032038269773e-9,4.1161242095692906e-20,28865.144211619823,3.645287685834396
"c(292857.442260941, 5043728.31635443)",21508,4,779720.2798027098,5.178366235809334e-7,2.321453779885331e-8,141,663.7090982127761,1249.6987624467863,3169246,2.6510148344331808e-9,0,30274.209061226746,4.002286123010012
"c(298586.774076798, 5038215.84212879)",21549,4,529285.1220061049,4.252751211077226e-7,0,167,589.9230095539458,314.81522693914303,1355203,2.309714452864295e-9,0,35413.90992438277,4.2798672484245754
"c(298138.21635616, 5044220.61109205)",21552,5,515887.22381860367,4.406478228031723e-7,2.9726514236182336e-5,166,569.2001905773341,420.51996370261816,2438294,2.45790989988427e-9,0,36095.796865541684,4.185862019771635
"c(300032.990171761, 5048571.35426744)",21570,3,55337.553343005515,4.21614488360278e-7,4.3606840572414487e-11,170,554.2650484557174,228.4728260938462,759390,2.146678929329582e-9,1.749291917315883e-19,40368.34560812527,3.9221668863477603
"c(293577.143168718, 5044729.4981553)",21604,3,484761.8529963872,4.984063457095936e-7,3.520711475513995e-5,146,637.5209971714943,299.2623968096939,2765393,2.6476030030255127e-9,0,31796.449858324242,4.242284253226503
"c(295609.613864348, 5046230.18482502)",21614,4,54501.97884683128,5.291307651442517e-7,0.7056881817486078,145,704.4806777256795,282.7346331086729,926975,2.535303456158602e-9,0,34417.25922815153,4.276156196327512
